 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1318.3, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1552.3, -99.0,1858.8, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,2405.5, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1345.7,1645.9,1985.0,2179.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,2238.4, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1376.2,1596.0,2175.1,2513.8,2124.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1763.9, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1419.9,1583.9,2464.9,2881.2,2391.4, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1470.8,1924.0,2820.9,3181.9,2744.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1623.4,1949.2,2816.1,3314.8,2953.5, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1569.3,1741.3,2089.4,2812.6,3382.5,2847.6, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1632.9,1983.7,2267.1,2657.5,3051.7, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1336.1, -99.0, -99.0, -99.0, -99.0,1325.2,1964.1,2369.4,2481.4,2632.1,2924.6, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1162.9,1275.6,1482.1,2187.3,2814.6,2829.6,2548.1,2816.1,2869.9, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1303.2,1275.9,1513.0,1903.3,2471.0,3017.9,2729.0,2304.1,2228.6,2651.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1380.5,1335.2,1281.4,1462.9,1810.6,2253.4,2619.6,3220.6,2775.3,2304.8,2044.1,2060.1, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0, -99.0,1592.4,1486.0,1491.5,1432.0,1475.9,1763.2,2328.0,3093.8,3801.7,3054.3,2489.9,2163.4,2092.6,2092.7, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0,1358.0,1583.2,1583.2,1667.7,1639.3,1509.5,1645.4,2150.1,3434.8,4706.1,3557.7,2776.2,2304.1,2146.9,1938.3,1581.4, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0,1350.8,1390.3,1545.0,1621.3,1865.5,1861.4,1836.1,2195.9,2908.8,4260.5,3947.0,3048.7,2326.6,2022.0,1974.9,1672.3, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, 875.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0,1307.1,1327.4,1379.8,1606.2,1771.9,1872.8,1891.4,2172.7,2804.9,3547.9,3925.9,2942.9,2085.2,1757.5,1809.1,1719.6,1279.5,1099.9, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0, -99.0,1267.2,1434.0,1635.2,1800.9,1980.2,1965.5,2191.1,2323.6,2656.0,3322.4,3031.2,2343.5,1804.4,1565.6,1592.0,1776.5,1265.5,1082.9,1096.8, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0,1257.9,1259.4,1363.6,1721.0,1951.5,1864.2,2058.7,2161.1,2307.7,2934.7,3731.4,2984.8,2159.1,1692.5,1495.8,1505.1,1656.7,1547.4,1161.3,1088.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0,1268.0,1256.8,1363.6,1583.8,1851.0,1764.3,1829.3,2232.3,2391.3,3083.9,4081.8,3103.2,2127.9,1633.5,1446.1,1467.3,1640.7,1747.7,1353.5,1178.4,1167.3, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0,1341.7,1357.2,1546.9,1633.6,1876.9,1782.2,1867.8,2023.8,2319.4,2858.6,3229.0,3135.9,2193.6,1587.8,1389.2,1469.4,1794.8,1839.0,1488.8,1278.1,1238.9,1275.8, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0,1356.2,1466.5,1602.1,1713.4,1794.0,1938.9,2054.0,2173.5,2544.0,2594.4,3150.6,3437.9,2489.4,1579.1,1302.9,1576.4,2015.5,1576.2,1536.3,1465.5,1345.5,1353.2,1492.3, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1317.8,1307.7,1368.9,1478.2,1599.5,1679.5,1773.9,2077.3,2244.7,2443.6,3006.2,2620.5,3489.6,4219.4,3326.6,1952.5,1596.4,1762.0,1865.1,1644.3,1565.6,1577.4,1530.2,1449.8,1512.6, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0,1149.7,1249.8,1270.3,1285.2,1459.6,1756.3,1741.0,1714.0,2069.0,2351.3,2682.0,2990.9,3372.2,3890.8,4217.9,3867.1,2694.1,2188.8,1979.9,1872.8,1755.9,1735.5,1615.6,1531.6,1480.1,1539.6, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1187.6,1278.0,1361.4,1356.6,1645.2,1788.5,1864.9,2084.9,2464.8,3015.2,3261.4,3490.8,3792.8,4244.5,4298.2,3668.3,2892.8,2317.1,1997.6,1828.7,1775.3,1579.0,1519.8,1406.3,1373.2,1496.2,1516.5, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1207.1,1379.5,1435.9,1416.3,1524.7,1775.5,2114.4,2282.0,2578.1,2837.6,3269.6,3427.4,3531.4,3841.5,4105.9,4096.3,3525.3,2673.0,2130.2,1864.0,1650.3,1533.0,1494.0,1458.5,1377.3,1413.4,1521.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1171.0,1240.5,1437.3,1425.3,1459.3,1686.4,1880.9,2046.7,2401.7,2402.5,2916.2,3240.7,3400.8,3309.7,3449.8,3765.7,3706.0,3048.0,2402.3,1785.7,1508.1,1527.2,1696.3,1789.3,1660.7,1650.1, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1141.4,1259.5,1308.6,1485.0,1499.4,1609.1,1769.3,2029.5,2330.1,2511.7,2727.2,2752.1,2940.2,2989.5,3147.4,3597.0,4054.3,3493.7,2760.0,1728.6,1395.0,1491.7,2016.4,1944.0,1710.6,1735.2,1648.9, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0,1026.9,1060.5,1124.4,1275.6,1465.8,1600.9,1777.2,1977.9,2799.7,2641.9,2819.2,2694.8,2936.1,3044.5,3168.3,3401.9,3671.6,3087.5,2247.1,1634.0,1470.7,1474.2,1922.7,1946.7,1770.6,1933.7,1915.7,2019.7, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, 989.2,1091.0,1199.4,1237.1,1468.1,1601.5,1826.1,2473.1,2415.2,2706.2,2856.2,3210.9,3354.2,3258.0,3284.5,3313.5,2770.0,2035.7,1573.3,1390.0,1521.4,1931.4,1849.9,1774.0,2122.2,2126.1,2115.2, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, -99.0,1117.0,1224.3,1186.9,1262.7,1335.5,1644.6,2084.4,2337.1,3003.0,3342.4,3667.7,3718.2,3368.8,3278.8,3233.9,2752.3,2139.3,1744.7,1555.8,1675.7,2046.7,2300.2,2053.1,2137.3,2197.3,2315.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 770.9, -99.0, -99.0, -99.0,1019.0,1087.5,1100.3,1282.8,1404.3,1723.2,2181.1,2454.2,3088.3,3816.8,3663.1,3627.1,3146.7,3363.7,3308.7,3018.6,2464.7,1999.1,1807.9,1852.6,2113.5,2551.2,2450.2,2151.8,2094.7,2218.1, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, 917.3, 802.2, 944.6,1019.2,1235.0,1451.2,1660.7,2105.3,2509.8,3037.7,3901.5,3893.0,3540.1,3880.3,3301.8,2931.5,3062.8,2603.8,2128.7,1926.1,1933.7,2169.6,2690.6,2479.2,2113.1,2059.0,2144.2,2356.4, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
 -99.0, -99.0, -99.0, 868.0, 831.6, 867.7, 884.4,1114.6,1246.1,1393.2,1866.3,2201.8,2827.4,3101.6,3318.2,3312.3,3628.0,2847.2,2207.5,2642.0,2472.6,2131.0,1935.0,1917.8,2144.8,2847.2,2408.3,1873.7,2114.1,2342.6,2615.3, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0, -99.0
